uniqueID,drugName,condition,review,rating,date,usefulCount,label
62492,Citalopram,Depression,"""I just started taking Celexa 1 week ago. I&#039;ve been a depressed, sad, sorry person for over 15 years. For some unexplained reason, I was always so low. I began hitting myself around the age of 7 and would give myself nose bleeds. I&#039;m now 28 and my self inflictions are numerous places on my body and my flesh will hang off my muscle. In the 4 times I have been taken to the E.R. not one doctor or hospital therapist has said or done anything to help me understand why. Finally, 1 week ago in the E.R., the physician put me on 20 mg Celexa. I felt really weird the first day. I have loss of appetite, minor headache. NO ANXIETY. Still feel low but I&#039;m set an appointment for therapy. WONDERFUL FEELING! The world is different and not so ugly. I am tired though.""",8,14-Sep-11,23,1
175477,Augmentin,Bacterial Infection,"""I started augmentin 1gm twice/day 5 days ago (Wed. Sep. 9th) to treat inflammation in tooth root. the stomach problems started by day 4. Today (day 5) was really bad: headache, stomach pain, pain in my joints and my whole body. I also had a loose stool from day 1. I called my doctor explained the situation and he said I can stop taking it, a minimum of 4 days should suffice. So I took 9 out of a course of 14 tablets. I hope I&#039;ll get rid of my whole-body pain and stomach problems soon. So overall experience with augmentin: bad""",2,12-Sep-16,14,0
60588,Claravis,Acne,"""I got acne everywhere! Face, neck, back, chest and shoulders. Within the first 2 weeks my chest was completely clear, my face was a lot less bumpy (pimples not gone yet) and my blackheads dried out completely. I used pore strips to clear those out and no new blackheads appeared. 
As far as side effects, I got dry lips but Neosporin makes an overnight lip balm that really helps a lot. I use it during the day but really slather it on at night. My muscles feel weaker and I feel physically exhausted a lot faster with a slow recovery when I go to the gym. I&#039;ve been on Claravis for 5 weeks now and I&#039;d say the positive outweighs the negative for sure.""",9,7-May-13,24,1
207493,Suprep Bowel Prep Kit,Bowel Preparation,"""Chilled the stuff and also used Berry propel the taste was not bad it took about an hour to kick in.  But I did something different. My procedure is on a Tuesday  morning. I did not eat anything SUNDAY OR MONDAY - NOTHING BUT SWEET TEA AND WATER.  So far so good.  I have to do it again at 5:30 in the morning for 9:30 procedure..............No problem right now""",8,20-Feb-17,11,1
154538,Bunavail,Opiate Dependence,"""I have been taking 8mg Suboxone for 2 years and switched to Bunavail because myinsurance would cover it. I am switchng back after taking it for 2 weeks because 4.2 mg of Bunavail does not equal 8mg of Suboxone regardless of what the manufactor claims. I started feeling bad around day 4 of taking it and have not felt better. I would not recommend switching to this brand.""",1,22-Nov-15,15,0
181730,Prozac,Depression,"""My husband was prescribed Prozac approximately 1 month ago. I began to notice a positive change in him within the first week of starting this medication! Before starting Prozac we were arguing quite a bit and he slept pretty much any time he got the chance. He has diabetes and I believe was in denial about that as well. He would not care about any type of exercise or diet. Since beginning Prozac he has purchased a weight set and has begun some exercising...which is MUCH MORE than he was doing before. The arguments we were having are pretty much non-existent! He is SO much easier to get along with now and our marriage is SO much better for it! I definitely recommend this medication to anyone who is depressed or under a lot of stress.""",10,15-Jan-10,130,1
21943,Eliquis,Prevention of Thromboembolism in Atrial Fibrillation,"""Possibly due to my flu/pneumonia, had an episode of ventrical tachycardia followed by a-fib.  Had an implantable cardioverter-defibrillator (ICD). Put on beta blockers and antibiotics in hospital and monitored for several days before going home with script for Eliquis in addition to the other meds.  The need for a blood thinner was debated because of very low risk factors. After 4th dose of Eliquis on the second day of being released, developed itchy red rash over much of face, neck, torso, arms, thighs and genital area.   Doctor advised me to stop taking  Eliquis.""",1,7-Mar-17,25,0
169617,Aspirin / butalbital / caffeine,Migraine,"""Fantastic for my migraines.""",9,14-Aug-14,18,1
148766,Mirena,Birth Control,"""I am on my 3rd mirena. Best thing I have done for my health. I experience very minor spotting. No full periods! No crazy weight gain. Love love love....except insertion/removal. Having had no children it&#039;s painful but after a day or two of cramping I&#039;m back to myself again. My partner appreciates the lack of a full period.""",10,3-Jun-16,11,1
209572,Praluent,High Cholesterol,"""After three shots, my cholesterol came down over 100 points to 152 as did my LDL, down over 100 points. But am not happy with side effects of sinusitis and now earache. Whole face is throbbing from neck to face. Not sure if pain in arm is part of side effects. Am fearing other side effects noted on bladder infection.  First three shots were samples, next will cost me about $50 a shot; having problems with prescription...pharmacy still working with
Pharmaceutical Co. Will ask to discontinue even if all other statins have not helped.I am a 79 year old female.""",2,18-Jan-16,39,0
185376,Saxenda,Obesity,"""I just started this drug 8/21/17, .06 mg.  I weighed this morning and was surprised to see I was already down 2.2 lbs.  I know this won&#039;t be typical, but was concerned when I didn&#039;t feel any of the side effects, thinking maybe it wasn&#039;t going to work for me.  Not much appetite, but forcing myself to eat something.""",10,22-Aug-17,7,1
115566,Propofol,Anesthesia,"""I had a colonoscopy today and was given Propofol. As soon as the Anesthetist administered it, I started to taste it, then felt numbness in my chest, closed my eyes and within seconds was asleep.  I woke up when the procedure was done and the Anesthetist asked me who Valerie was...apparently I was speaking about my daughter while asleep. Didn&#039;t wake up groggy or anything. Just hoping I didn&#039;t embarrass myself sleep talking!  """,10,17-Oct-11,7,1
173941,Provigil,Shift Work Sleep Disorde,"""Provigil is one of, if not the most effective medicines I have ever been prescribed. I had never heard of it when my doctor prescribed it. At first, I took 100MG 1-2 times a day. Now after 3  years, I take 200MG 2 times daily. """,9,15-Oct-08,48,1
27420,Requip,Restless Legs Syndrome,"""Let me first start by saying that Requip did work very well to control my restless legs syndrome. (I have terrible uncontrollable leg movement/pain). However the side effects of the HIGHER dosage made me very sick. Approximately one hour before bedtime I had taken the pill. I began to feel extremely nauseous, excruciating stomach cramps, chills, and my head started spinning. I could barely make it to the bathroom where I immediately threw up. I found relief soon thereafter from the side effects. I continued having a mild stomach ache about 4 hours later. Requip should definitely be taken by the smaller dosage at first. Then move up gradually when you feel that the dosage isn&#039;t covering all your pains. I take Requip daily and have for 10 years for my RLS. Feel better!""",10,21-Feb-15,44,1
